drug_name,atc,uncertainty_atc_match,summary
cefadroxil,J01DB05,False,"SummaryPersistence. It cannot be excluded that cefadroxil is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that cefadroxil bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that cefadroxil is toxic, due to the lack of data.Risk. Risk of environmental impact of cefadroxil cannot be excluded, due to the lack of environmental toxicity data.Environmental information for cefadroxil is not available on fass.se (2022-12-19). It is voluntary for manufacturers to publish environmental impact information on Fass.se.For antibiotics in general, it is recommended that these pharmaceuticals are used as restrictively as possible without jeopardise the patient's health."
cefalexin,J01DB01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
cefepime,J01DE01,False,SummaryHazard 3* P 3 B 0 T 0* Risk Insignificant Since 2012-03-31 there is no registered drug containing cefepime in the Swedish market .
cefotaxime,J01DD01,False,"SummaryPersistence. It cannot be excluded that cefotaxime is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that cefotaxime bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that cefotaxime is toxic, due to the lack of data.Risk. Risk of environmental impact of cefotaxime cannot be excluded, due to the lack of environmental toxicity data. Environmental information is missing on fass.se for cefotaxime (2023-11-17). It is voluntary for manufacturers to provide information on environmental impact on fass.se. About antibiotic resistance see under Detailed information."
ceftazidime,J01DD02,False,"SummaryPersistence. Ceftazidime is very persistent.Bioaccumulation. Ceftazidime has low potential for bioaccumulation.Toxicity. Ceftazidime has high chronic toxicity.Risk. The use of ceftazidime (sales data Sweden 2021) has been considered to result in insignificant environmental risk. This summary information comes from Fass and assessment reports. The risk is from Fass, but corresponding information about risk from a European perspective is also available in assessment reports. The information on persistence comes from assessment report. About antibiotic resistance see under Detailed information."
ceftriaxone,J01DD04,False,"SummaryHazard 6* P 3 B 0 T 3* Risk Cannot be excluded The toxicity is not tested on blue-green algae (cyanobacteria) , thats why environmental risk can not be calculated. When selecting the algal test for antibiotics the European Medicines Agency, EMA recommends test on blue-green algae (cyanobacteria)."
cefuroxime,S01AA27,False,"SummaryHazard 6* P 3 B 0 T 3* Risk See below Previously there was a risk of selection of antibiotic resistant bacteria in wastewater. However, in the Stockholm County Council sales have been decreasing a lot since 2011, and now the risk of resistance development is considered to be low in the county.In selection of algae for toxicity testing of antibiotics the European Medicines Agency, EMA, recommends test on blue-green algae (cyanobacteria). No information on toxicity on blue-green algae has been found, which means that a calculation of environmental risk becomes uncertain.The risk classification insignificant, according to Fass.se, is based on total sold amount (kg) of the substance in Sweden during the year 2014 and the toxicity of the substance."
celecoxib,M01AH01,False,"SummaryPersistence. It cannot be excluded that celecoxib is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that celecoxib bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that celecoxib is toxic, due to the lack of data.Risk. The environmental risk is not considered to be that great from a Swedish perspective. Information about the risk comes from the report by Goodpoint 2019. Environmental information is missing on fass.se (2023-03-16). It is voluntary for manufacturers to provide information about environmental impact on fass.se."
certolizumabpegol,L04AB05,False,SummaryHazard - P - B - T - Risk See below
cetirizine,R06AE07,False,"SummaryPersistence. It cannot be excluded that cetirizine is persistent, due to the lack of data.Bioaccumulation. Cetirizine has low potential for bioaccumulation.Toxicity. It cannot be excluded that cetirizine is toxic, due to the lack of data.Risk. The use of cetirizine in Sweden has been considered to result in low environmental risk. The data for bioaccumulation is based on previous environmental information. Environmental information is missing on fass.se (2022-06-30). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Risk see the report Goodpoint 2019."
cetrorelix,H01CC02,False,SummaryHazard - P - B - T - Risk Exempt
cetuximab,L01XC06,False,SummaryHazard - P - B - T - Risk Exempt
chlorambucil,L01AA02,False,SummaryHazard 2* P 0 B 0 T 2* Risk Cannot be excluded
chloramphenicol,S01AA01,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
chlorhexidine,R02AA05,False,SummaryHazard 6* P 3* B 0 T 3* Risk Cannot be excluded
chlorprothixene,N05AF03,False,SummaryHazard - P - B - T - Risk Cannot be excluded Environmental information is missing on fass.se. It is voluntary for manufacturers to provide information about environmental impact on fass.se.
chorionicgonadotrophin,G03GA01,False,"SummaryPersistence. It cannot be excluded that corionic gonadotrophin is persistent, due to the lack of data.Bioaccumulation. It cannot be excluded that corionic gonadotrophin bioaccumulates, due to the lack of data.Toxicity. It cannot be excluded that corionic gonadotrophin is toxic, due to the lack of data.Risk. Risk of environmental impact of corionic gonadotrophin cannot be excluded, due to the lack of environmental toxicity data.  Environmental information is missing on fass.se for corionic gonadotrophin (2023-08-25). It is voluntary for manufacturers to provide information on environmental impact on fass.se."
ciclesonide,R03BA08,False,"SummaryThe data on hazard and risk are based on previous environmental information on fass.se. Environmental information is missing (2022-01-17). It is voluntary for manufacturers to provide information about environmental impact on fass.se. Persistence. Ciclesonide is slowly degraded in the environment.Bioaccumulation. Ciclesonide has low potential for bioaccumulation.Toxicity. It cannot be excluded that ciclesonide is toxic, due to the lack of data.Risk. Risk of environmental impact cannot be excluded, since there is not sufficient ecotoxicity data available. "
cilazapril,C09AA08,False,SummaryHazard 4 P 3 B 0 T 1 Risk Insignificant
cimetidine,A02BA01,False,SummaryHazard 3 P 3 B 0 T 0 Risk Insignificant
cinacalcet,H05BX01,False,"SummaryHazard 5 P 3 B 0 T 2 Risk Insignificant The T-value in the score for hazard refers to chronic toxicity. Underlying data for P, B, T and risk are from Fass."
ciprofloxacin,S03AA07,False,SummaryPersistence. Ciprofloxacin is potentially persistent.Bioaccumulation. Ciprofloxacin has low potential for bioaccumulationn.Toxicity. Ciprofloxacin has a very high chronic toxicity.Risk. The use of ciprofloxacin (sales data Sweden 2019) has been judged to entail a risk high of environmental impact.This summary information comes from Fass. The risk is also confirmed by the report from Goodpoint.Suggestions on how to reduce emissions of ciprofloxacin
cisatracurium,M03AC11,False,SummaryHazard 2* P 0 B 0 T 2* Risk Cannot be excluded 
cisplatin,L01XA01,False,SummaryHazard 6* P 3* B 0 T 3 Risk Cannot be excluded
citalopram,N06AB04,False,"SummaryEnvironmental information for citalopram is missing on fass.se (2020-10-12). It is voluntary for manufacturers to provide information about environmental impact on fass.se. This summary information on persistence, bioaccumulation and toxicity is based on previous environmental information in Fass from 2018. For risk, see the environmental assessments from Goodpoint. Persistence. The potential for persistence of citalopram cannot be excluded, due to lack of data.Bioaccumulation. Citalopram has low potential for bioaccumulation.Toxicity. Citalopram has very high acute toxicity.Risk. See the environmental assessments from Goodpoint below. Citalopram is a racemate of which one of the enantiomers, escitalopram (S-form), has the pharmacological effect. Therefore, see also the information about escitalopram. Suggestions on how to reduce emissions of citalopram and escitalopram"
cladribine,L01BB04,False,SummaryHazard 5* P 3* B 0 T 2 Risk Insignificant
clarithromycin,J01FA09,False,"SummaryThe information on persistence, bioaccumulation and toxicity in this summary information is based on previous environmental information on fass.se. Environmental information is missing (2021-08-16). It is voluntary for manufacturers to provide information on environmental impact on fass.se. The risk comes from the report by Goodpoint. Persistence. Clarithromycin is potentially persistent.Bioaccumulation. Clarithromycin has low potential for bioaccumulation.Toxicity. Clarithromycin has very high acute toxicity.Risk. See the report by Goodpoint. Suggestions on how to reduce the emissions of clarithromycin"
clemastine,R06AA04,False,"SummaryHazard - P - B 3 T - Risk See below Underlying information för B is from Fass. For the risk, see the report Goodpoint 2019."
clindamycin,D10AF01,False,"SummaryPersistence. It cannot be excluded that clindamycin is persistent, due to the lack of data.Bioaccumulation. Clindamycin has low a low potential for bioaccumulation.Toxicity. It cannot be excluded that clindamycin is toxic, due to the lack of data.Risk. Risk of environmental impact of clindamycin cannot be excluded, due to the lack of environmental toxicity data. This summary information comes from Fass. It is voluntary for manufacturers to provide information on the environmental impact on fass.se. Clindamycin is included on the watch list of substances for Union-wide monitoring in the field of water policy pursuant to Directive 2008/105/EC of the European Parliament and of the Council."
